Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2014,Mar-Apr,-5.17,-7.78,-5174.21,-7.78,94825.79,,
2014,May-Jun,3.78,-2.1,-1596.24,-7.78,98403.76,,
2014,Jul-Aug,1.1,-4.0,-517.05,-7.78,99482.95,,
2014,Sep-Oct,0.0,0.0,-517.05,-7.78,99482.95,,
2014,Nov-Dec,0.0,0.0,-517.05,-7.78,99482.95,,
2015,Jan-Feb,0.0,0.0,-517.05,-7.78,99482.95,,
2015,Mar-Apr,-1.81,-2.99,-2320.69,-7.78,97679.31,,
2015,May-Jun,0.0,0.0,-2320.69,-7.78,97679.31,,
2015,Jul-Aug,0.0,0.0,-2320.69,-7.78,97679.31,,
2015,Sep-Oct,0.0,0.0,-2320.69,-7.78,97679.31,,
2015,Nov-Dec,-2.53,-4.53,-4794.49,-7.78,95205.51,,
2016,Jan-Feb,0.0,0.0,-4794.49,-7.78,95205.51,,
2016,Mar-Apr,1.37,-2.33,-3495.67,-7.78,96504.33,,
2016,May-Jun,-6.27,-6.27,-9552.82,-7.78,90447.18,,
2016,Jul-Aug,-0.66,-1.95,-10148.96,-7.78,89851.04,,
2016,Sep-Oct,-5.89,-6.01,-15446.2,-7.78,84553.8,,
2016,Nov-Dec,2.1,-3.51,-13669.39,-7.78,86330.61,,
2017,Jan-Feb,4.17,-1.37,-10071.75,-7.78,89928.25,,
2017,Mar-Apr,3.51,-1.68,-6913.84,-7.78,93086.16,,
2017,May-Jun,-0.14,-3.37,-7043.3,-7.78,92956.7,,
2017,Jul-Aug,1.41,-4.17,-5734.05,-7.78,94265.95,,
2017,Sep-Oct,1.43,-1.6,-4387.83,-7.78,95612.17,,
2017,Nov-Dec,1.1,-0.33,-3343.14,-7.78,96656.86,,
2018,Jan-Feb,3.62,-6.39,155.08,-7.78,100155.08,,
2018,Mar-Apr,-2.15,-4.15,-1998.2,-7.78,98001.8,,
2018,May-Jun,0.0,0.0,-1998.2,-7.78,98001.8,,
2018,Jul-Aug,6.86,-2.0,4721.72,-7.78,104721.72,,
2018,Sep-Oct,-8.84,-12.98,-4533.07,-12.98,95466.93,,
2018,Nov-Dec,-8.43,-17.56,-12581.73,-17.56,87418.27,,
2019,Jan-Feb,-0.47,-0.81,-12997.24,-17.56,87002.76,,
2019,Mar-Apr,5.99,-2.66,-7787.11,-17.56,92212.89,,
2019,May-Jun,0.39,-2.49,-7429.04,-17.56,92570.96,,
2019,Jul-Aug,-2.85,-5.13,-10068.84,-17.56,89931.16,,
2019,Sep-Oct,-0.61,-1.51,-10621.15,-17.56,89378.85,,
2019,Nov-Dec,2.89,-2.46,-8037.76,-17.56,91962.24,,
2020,Jan-Feb,-2.95,-7.45,-10753.89,-17.56,89246.11,,
2020,Mar-Apr,14.93,-8.91,2568.27,-17.56,102568.27,,
2020,May-Jun,0.0,0.0,2568.27,-17.56,102568.27,,
2020,Jul-Aug,0.0,0.0,2568.27,-17.56,102568.27,,
2020,Sep-Oct,0.0,0.0,2568.27,-17.56,102568.27,,
2020,Nov-Dec,0.0,0.0,2568.27,-17.56,102568.27,,
2021,Jan-Feb,0.0,0.0,2568.27,-17.56,102568.27,,
2021,Mar-Apr,0.0,0.0,2568.27,-17.56,102568.27,,
2021,May-Jun,0.0,0.0,2568.27,-17.56,102568.27,,
2021,Jul-Aug,0.0,0.0,2568.27,-17.56,102568.27,,
2021,Sep-Oct,0.0,0.0,2568.27,-17.56,102568.27,,
2021,Nov-Dec,0.0,0.0,2568.27,-17.56,102568.27,,
2022,Jan-Feb,0.0,0.0,2568.27,-17.56,102568.27,,
2022,Mar-Apr,0.0,0.0,2568.27,-17.56,102568.27,,
2022,May-Jun,0.0,0.0,2568.27,-17.56,102568.27,,
2022,Jul-Aug,0.0,0.0,2568.27,-17.56,102568.27,,
2022,Sep-Oct,0.0,0.0,2568.27,-17.56,102568.27,,
2022,Nov-Dec,0.0,0.0,2568.27,-17.56,102568.27,,
2023,Jan-Feb,0.0,0.0,2568.27,-17.56,102568.27,,
2023,Mar-Apr,0.0,0.0,2568.27,-17.56,102568.27,,
2023,May-Jun,8.54,-1.73,11322.08,-17.56,111322.08,,
2023,Jul-Aug,0.91,-8.09,12337.09,-17.56,112337.09,,
2023,Sep-Oct,-9.86,-13.21,1257.51,-17.56,101257.51,,
2023,Nov-Dec,11.6,-2.13,13000.92,-17.56,113000.92,,
2024,Jan-Feb,7.0,-3.07,20902.86,-17.56,120902.86,,
2024,Mar-Apr,-2.57,-7.97,17792.35,-17.56,117792.35,,
2024,May-Jun,2.52,-3.35,20760.07,-17.56,120760.07,,
2024,Jul-Aug,0.0,0.0,20760.07,-17.56,120760.07,,
2024,Sep-Oct,0.0,0.0,20760.07,-17.56,120760.07,,
2024,Nov-Dec,6.52,-0.83,28628.81,-17.56,128628.81,,
2014,,,,,,,-0.52,-7.78
2015,,,,,,,-4.3,-6.34
2016,,,,,,,-9.32,-16.34
2017,,,,,,,11.96,-4.31
2018,,,,,,,-9.56,-26.39
2019,,,,,,,5.2,-5.92
2020,,,,,,,11.53,-11.86
2021,,,,,,,0.0,0.0
2022,,,,,,,0.0,0.0
2023,,,,,,,10.17,-13.21
2024,,,,,,,13.83,-7.97
Cumulative CAGR,2.32%,,,,,,,
Final Portfolio Value,"$128,628.81",,,,,,,
Symbol,XLY,,,,,,,
Series CSV,"SPY,UMCSENT,VIXCLS,FEDFUNDS,LEI_ARIMA_1_1_1_step_1,PAYEMS,TOTALSL,REVOLSL,WTISPLC,NFCI",,,,,,,
