Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2017,Jan-Feb,6.75,-1.3,6744.42,-1.3,106744.42,,
2017,Mar-Apr,2.49,-1.3,9394.89,-1.3,109394.89,,
2017,May-Jun,-0.17,-4.74,9210.26,-4.74,109210.26,,
2017,Jul-Aug,5.0,-2.16,14667.66,-4.74,114667.66,,
2017,Sep-Oct,7.16,-2.07,22880.92,-4.74,122880.92,,
2017,Nov-Dec,0.75,-3.43,23799.61,-4.74,123799.61,,
2018,Jan-Feb,5.45,-0.95,30549.58,-4.74,130549.58,,
2018,Mar-Apr,-1.13,-2.1,29065.8,-4.74,129065.8,,
2018,May-Jun,7.13,-1.59,38260.16,-4.74,138260.16,,
2018,Jul-Aug,0.0,0.0,38260.16,-4.74,138260.16,,
2018,Sep-Oct,0.0,0.0,38260.16,-4.74,138260.16,,
2018,Nov-Dec,0.0,0.0,38260.16,-4.74,138260.16,,
2019,Jan-Feb,0.0,0.0,38260.16,-4.74,138260.16,,
2019,Mar-Apr,0.0,0.0,38260.16,-4.74,138260.16,,
2019,May-Jun,0.0,0.0,38260.16,-4.74,138260.16,,
2019,Jul-Aug,0.0,0.0,38260.16,-4.74,138260.16,,
2019,Sep-Oct,0.0,0.0,38260.16,-4.74,138260.16,,
2019,Nov-Dec,3.23,-2.59,42727.68,-4.74,142727.68,,
2020,Jan-Feb,10.15,-2.84,57217.24,-4.74,157217.24,,
2020,Mar-Apr,0.0,0.0,57217.24,-4.74,157217.24,,
2020,May-Jun,0.0,0.0,57217.24,-4.74,157217.24,,
2020,Jul-Aug,0.0,0.0,57217.24,-4.74,157217.24,,
2020,Sep-Oct,0.0,0.0,57217.24,-4.74,157217.24,,
2020,Nov-Dec,0.0,0.0,57217.24,-4.74,157217.24,,
2021,Jan-Feb,0.0,0.0,57217.24,-4.74,157217.24,,
2021,Mar-Apr,0.0,0.0,57217.24,-4.74,157217.24,,
2021,May-Jun,0.5,-1.15,58001.37,-4.74,158001.37,,
2021,Jul-Aug,0.0,0.0,58001.37,-4.74,158001.37,,
2021,Sep-Oct,0.0,0.0,58001.37,-4.74,158001.37,,
2021,Nov-Dec,0.0,0.0,58001.37,-4.74,158001.37,,
2022,Jan-Feb,0.0,0.0,58001.37,-4.74,158001.37,,
2022,Mar-Apr,0.0,0.0,58001.37,-4.74,158001.37,,
2022,May-Jun,0.0,0.0,58001.37,-4.74,158001.37,,
2022,Jul-Aug,0.0,0.0,58001.37,-4.74,158001.37,,
2022,Sep-Oct,0.0,0.0,58001.37,-4.74,158001.37,,
2022,Nov-Dec,0.0,0.0,58001.37,-4.74,158001.37,,
2023,Jan-Feb,0.0,0.0,58001.37,-4.74,158001.37,,
2023,Mar-Apr,-0.01,-3.52,57985.78,-4.74,157985.78,,
2023,May-Jun,13.04,-4.12,78591.07,-4.74,178591.07,,
2023,Jul-Aug,2.6,-8.63,83227.85,-8.63,183227.85,,
2023,Sep-Oct,-6.31,-7.42,71671.78,-8.63,171671.78,,
2023,Nov-Dec,12.06,-1.51,92375.84,-8.63,192375.84,,
2024,Jan-Feb,12.38,-4.13,116196.85,-8.63,216196.85,,
2024,Mar-Apr,0.42,-3.27,117106.77,-8.63,217106.77,,
2024,May-Jun,12.77,-2.9,144819.95,-8.63,244819.95,,
2024,Jul-Aug,0.3,-0.0,145558.63,-8.63,245558.63,,
2024,Sep-Oct,10.0,-3.06,170115.11,-8.63,270115.11,,
2024,Nov-Dec,-1.96,-3.81,164825.4,-8.63,264825.4,,
2017,,,,,,,23.8,-4.74
2018,,,,,,,11.68,-2.72
2019,,,,,,,3.23,-2.59
2020,,,,,,,10.15,-2.84
2021,,,,,,,0.5,-1.15
2022,,,,,,,0.0,0.0
2023,,,,,,,21.76,-8.63
2024,,,,,,,37.66,-4.13
Cumulative CAGR,12.95%,,,,,,,
Final Portfolio Value,"$264,825.40",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,VIXCLS,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,FEDFUNDS,T10YIE,M2SL",,,,,,,
