Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,9.14,-0.0,9.14,-0.0,109138.19,,
2014,Mar-Apr,0.65,-0.0,9.85,-0.0,109850.02,,
2014,May-Jun,0.0,0.0,9.85,-0.0,109850.02,,
2014,Jul-Aug,0.0,0.0,9.85,-0.0,109850.02,,
2014,Sep-Oct,0.0,0.0,9.85,-0.0,109850.02,,
2014,Nov-Dec,0.0,0.0,9.85,-0.0,109850.02,,
2015,Jan-Feb,0.0,0.0,9.85,-0.0,109850.02,,
2015,Mar-Apr,5.06,0.0,15.41,-0.0,115405.41,,
2015,May-Jun,0.0,0.0,15.41,-0.0,115405.41,,
2015,Jul-Aug,-1.48,-1.48,13.7,-1.48,113698.8,,
2015,Sep-Oct,0.0,0.0,13.7,-1.48,113698.8,,
2015,Nov-Dec,-4.29,-4.29,8.82,-4.29,108823.41,,
2016,Jan-Feb,0.0,0.0,8.82,-4.29,108823.41,,
2016,Mar-Apr,0.0,0.0,8.82,-4.29,108823.41,,
2016,May-Jun,7.21,-0.0,16.67,-4.29,116665.81,,
2016,Jul-Aug,0.0,0.0,16.67,-4.29,116665.81,,
2016,Sep-Oct,-0.34,-0.34,16.27,-4.29,116269.14,,
2016,Nov-Dec,0.0,0.0,16.27,-4.29,116269.14,,
2017,Jan-Feb,2.33,-0.0,18.98,-4.29,118979.9,,
2017,Mar-Apr,0.0,0.0,18.98,-4.29,118979.9,,
2017,May-Jun,-3.37,-3.37,14.97,-4.29,114970.01,,
2017,Jul-Aug,0.03,-0.0,15.0,-4.29,115002.97,,
2017,Sep-Oct,0.0,0.0,15.0,-4.29,115002.97,,
2017,Nov-Dec,0.0,0.0,15.0,-4.29,115002.97,,
2018,Jan-Feb,-2.99,-2.99,11.57,-4.29,111567.35,,
2018,Mar-Apr,0.0,0.0,11.57,-4.29,111567.35,,
2018,May-Jun,0.0,0.0,11.57,-4.29,111567.35,,
2018,Jul-Aug,-11.88,-11.88,-1.69,-11.88,98307.74,,
2018,Sep-Oct,0.0,0.0,-1.69,-11.88,98307.74,,
2018,Nov-Dec,-8.68,-8.68,-10.23,-11.88,89772.61,,
2019,Jan-Feb,0.82,-0.0,-9.49,-11.88,90506.86,,
2019,Mar-Apr,0.0,0.0,-9.49,-11.88,90506.86,,
2019,May-Jun,0.0,0.0,-9.49,-11.88,90506.86,,
2019,Jul-Aug,0.0,0.0,-9.49,-11.88,90506.86,,
2019,Sep-Oct,-4.08,-4.08,-13.18,-11.88,86816.76,,
2019,Nov-Dec,0.0,0.0,-13.18,-11.88,86816.76,,
2020,Jan-Feb,0.0,0.0,-13.18,-11.88,86816.76,,
2020,Mar-Apr,9.73,0.0,-4.73,-11.88,95266.07,,
2020,May-Jun,0.0,0.0,-4.73,-11.88,95266.07,,
2020,Jul-Aug,-3.24,-3.24,-7.82,-11.88,92180.12,,
2020,Sep-Oct,0.0,0.0,-7.82,-11.88,92180.12,,
2020,Nov-Dec,6.4,-0.0,-1.92,-11.88,98084.08,,
2021,Jan-Feb,0.0,0.0,-1.92,-11.88,98084.08,,
2021,Mar-Apr,3.63,-0.0,1.65,-11.88,101648.96,,
2021,May-Jun,0.0,0.0,1.65,-11.88,101648.96,,
2021,Jul-Aug,0.0,0.0,1.65,-11.88,101648.96,,
2021,Sep-Oct,0.0,0.0,1.65,-11.88,101648.96,,
2021,Nov-Dec,7.46,0.0,9.23,-11.88,109234.18,,
2022,Jan-Feb,4.42,0.0,14.06,-11.88,114064.74,,
2022,Mar-Apr,0.0,0.0,14.06,-11.88,114064.74,,
2022,May-Jun,-19.61,-19.61,-8.3,-19.61,91695.48,,
2022,Jul-Aug,0.0,0.0,-8.3,-19.61,91695.48,,
2022,Sep-Oct,7.69,0.0,-1.26,-19.61,98744.09,,
2022,Nov-Dec,0.0,0.0,-1.26,-19.61,98744.09,,
2023,Jan-Feb,-2.24,-2.24,-3.47,-19.61,96532.5,,
2023,Mar-Apr,0.0,0.0,-3.47,-19.61,96532.5,,
2023,May-Jun,15.03,0.0,11.04,-19.61,111036.63,,
2023,Jul-Aug,1.32,0.0,12.51,-19.61,112506.68,,
2023,Sep-Oct,0.0,0.0,12.51,-19.61,112506.68,,
2023,Nov-Dec,0.0,0.0,12.51,-19.61,112506.68,,
2024,Jan-Feb,-4.81,-4.81,7.09,-19.61,107093.99,,
2024,Mar-Apr,0.0,0.0,7.09,-19.61,107093.99,,
2024,May-Jun,0.0,0.0,7.09,-19.61,107093.99,,
2024,Jul-Aug,0.0,0.0,7.09,-19.61,107093.99,,
2024,Sep-Oct,9.97,0.0,17.77,-19.61,117771.08,,
2024,Nov-Dec,0.0,0.0,17.77,-19.61,117771.08,,
2014,,,,,,,0.65,-0.0
2015,,,,,,,-0.93,-4.29
2016,,,,,,,6.84,-0.34
2017,,,,,,,-3.34,-3.37
2018,,,,,,,-19.54,-11.88
2019,,,,,,,-4.08,-4.08
2020,,,,,,,12.98,-3.24
2021,,,,,,,11.37,-0.0
2022,,,,,,,-13.43,-19.61
2023,,,,,,,16.55,-2.24
2024,,,,,,,9.97,-4.81
Final Portfolio Value,"$117,771.08",,,,,,,
Cumulative Max Drawdown,-19.61%,,,,,,,
