Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,-0.69,-2.42,-695.43,-2.42,99304.57,,
2013,Mar-Apr,3.8,-4.22,3075.18,-4.22,103075.18,,
2013,May-Jun,0.13,-6.44,3204.2,-6.44,103204.2,,
2013,Jul-Aug,2.06,-3.26,5331.4,-6.44,105331.4,,
2013,Sep-Oct,6.98,-3.89,12678.07,-6.44,112678.07,,
2013,Nov-Dec,6.16,-2.1,19614.83,-6.44,119614.83,,
2014,Jan-Feb,2.65,-5.22,22782.26,-6.44,122782.26,,
2014,Mar-Apr,1.32,-4.35,24394.74,-6.44,124394.74,,
2014,May-Jun,5.1,-1.12,30730.37,-6.44,130730.37,,
2014,Jul-Aug,3.95,-3.47,35896.75,-6.44,135896.75,,
2014,Sep-Oct,0.6,-8.37,36703.63,-8.37,136703.63,,
2014,Nov-Dec,1.56,-6.27,38837.64,-8.37,138837.64,,
2015,Jan-Feb,4.38,-3.77,44912.41,-8.37,144912.41,,
2015,Mar-Apr,-1.97,-4.89,42061.26,-8.37,142061.26,,
2015,May-Jun,-3.95,-5.53,36443.01,-8.37,136443.01,,
2015,Jul-Aug,-3.5,-13.68,31671.9,-13.68,131671.9,,
2015,Sep-Oct,12.09,-5.66,47582.17,-13.68,147582.17,,
2015,Nov-Dec,-2.76,-5.39,43512.44,-13.68,143512.44,,
2016,Jan-Feb,-3.12,-8.41,39031.97,-13.68,139031.97,,
2016,Mar-Apr,-0.14,-5.75,38829.25,-13.68,138829.25,,
2016,May-Jun,2.18,-6.48,41856.14,-13.68,141856.14,,
2016,Jul-Aug,8.1,-0.87,53337.79,-13.68,153337.79,,
2016,Sep-Oct,0.57,-3.25,54213.61,-13.68,154213.61,,
2016,Nov-Dec,2.85,-3.22,58607.54,-13.68,158607.54,,
2017,Jan-Feb,7.3,-1.3,70175.28,-13.68,170175.28,,
2017,Mar-Apr,2.43,-1.98,74305.2,-13.68,174305.2,,
2017,May-Jun,-0.18,-4.75,73993.68,-13.68,173993.68,,
2017,Jul-Aug,8.24,-2.16,88334.57,-13.68,188334.57,,
2017,Sep-Oct,7.08,-2.07,101663.49,-13.68,201663.49,,
2017,Nov-Dec,1.57,-3.43,104829.46,-13.68,204829.46,,
2018,Jan-Feb,5.29,-10.38,115665.92,-13.68,215665.92,,
2018,Mar-Apr,-2.36,-9.71,110578.16,-13.68,210578.16,,
2018,May-Jun,4.81,-5.14,120698.0,-13.68,220698.0,,
2018,Jul-Aug,7.86,-4.73,138042.58,-13.68,238042.58,,
2018,Sep-Oct,-7.99,-11.85,119021.12,-13.68,219021.12,,
2018,Nov-Dec,-11.6,-18.99,93618.58,-18.99,193618.58,,
2019,Jan-Feb,14.23,-5.05,121161.76,-18.99,221161.76,,
2019,Mar-Apr,10.32,-2.81,143982.27,-18.99,243982.27,,
2019,May-Jun,-0.62,-10.43,142474.75,-18.99,242474.75,,
2019,Jul-Aug,0.31,-8.46,143219.59,-18.99,243219.59,,
2019,Sep-Oct,6.49,-4.27,158998.48,-18.99,258998.48,,
2019,Nov-Dec,8.26,-2.59,180395.07,-18.99,280395.07,,
2020,Jan-Feb,-5.38,-14.68,165295.37,-18.99,265295.37,,
2020,Mar-Apr,-2.22,-24.94,159415.78,-24.94,259415.78,,
2020,May-Jun,17.54,-5.73,204902.94,-24.94,304902.94,,
2020,Jul-Aug,18.05,-3.98,259929.18,-24.94,359929.18,,
2020,Sep-Oct,-11.95,-12.89,216902.21,-24.94,316902.21,,
2020,Nov-Dec,16.99,-2.57,270730.81,-24.94,370730.81,,
2021,Jan-Feb,2.18,-6.2,278812.85,-24.94,378812.85,,
2021,Mar-Apr,3.55,-6.72,292255.59,-24.94,392255.59,,
2021,May-Jun,5.98,-5.75,315724.48,-24.94,415724.48,,
2013,,,,,,,19.61,-6.44
2014,,,,,,,16.07,-8.37
2015,,,,,,,3.37,-19.6
2016,,,,,,,10.52,-9.75
2017,,,,,,,29.14,-4.75
2018,,,,,,,-5.47,-26.98
2019,,,,,,,44.82,-10.43
2020,,,,,,,32.22,-30.32
2021,,,,,,,12.14,-6.72
Cumulative CAGR,17.15%,,,,,,,
Final Portfolio Value,"$415,724.48",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
