Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2017,Jan-Feb,3.37,-1.37,3370.14,-1.37,103370.14,,
2017,Mar-Apr,2.05,-1.18,5482.4,-1.37,105482.4,,
2017,May-Jun,-0.14,-3.37,5336.37,-3.37,105336.37,,
2017,Jul-Aug,0.73,-2.92,6098.85,-3.37,106098.85,,
2017,Sep-Oct,2.63,-1.21,8887.42,-3.37,108887.42,,
2017,Nov-Dec,0.0,0.0,8887.42,-3.37,108887.42,,
2018,Jan-Feb,7.94,-0.71,17530.24,-3.37,117530.24,,
2018,Mar-Apr,0.0,0.0,17530.24,-3.37,117530.24,,
2018,May-Jun,0.0,0.0,17530.24,-3.37,117530.24,,
2018,Jul-Aug,0.0,0.0,17530.24,-3.37,117530.24,,
2018,Sep-Oct,0.0,0.0,17530.24,-3.37,117530.24,,
2018,Nov-Dec,0.0,0.0,17530.24,-3.37,117530.24,,
2019,Jan-Feb,0.0,0.0,17530.24,-3.37,117530.24,,
2019,Mar-Apr,0.0,0.0,17530.24,-3.37,117530.24,,
2019,May-Jun,0.0,0.0,17530.24,-3.37,117530.24,,
2019,Jul-Aug,0.0,0.0,17530.24,-3.37,117530.24,,
2019,Sep-Oct,0.0,0.0,17530.24,-3.37,117530.24,,
2019,Nov-Dec,-0.13,-2.46,17380.61,-3.37,117380.61,,
2017,,,,,,,8.89,-3.37
2018,,,,,,,7.94,-0.71
2019,,,,,,,-0.13,-2.46
Cumulative CAGR,5.49%,,,,,,,
Final Portfolio Value,"$117,380.61",,,,,,,
Symbol,XLY,,,,,,,
Series CSV,"SPY,DGS2,DGS10,UMCSENT,VIXCLS,CPIAUCSL,PCE,JTSJOL,PAYEMS,AMTMNO,OECD_CLI_US",,,,,,,
