Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,0.44,-2.4,438.17,-2.4,100438.17,,
2013,Mar-Apr,2.08,-4.22,2526.99,-4.22,102526.99,,
2013,May-Jun,-2.0,-6.41,478.17,-6.41,100478.17,,
2013,Jul-Aug,1.35,-3.25,1827.92,-6.41,101827.92,,
2013,Sep-Oct,5.98,-3.87,7918.91,-6.41,107918.91,,
2013,Nov-Dec,6.05,-2.09,14449.04,-6.41,114449.04,,
2014,Jan-Feb,3.38,-5.2,18320.02,-6.41,118320.02,,
2014,Mar-Apr,-0.09,-4.35,18215.24,-6.41,118215.24,,
2014,May-Jun,4.84,-1.12,23932.71,-6.41,123932.71,,
2014,Jul-Aug,3.41,-3.47,28156.96,-6.41,128156.96,,
2014,Sep-Oct,1.22,-8.35,29722.39,-8.35,129722.39,,
2014,Nov-Dec,1.32,-6.26,31436.35,-8.35,131436.35,,
2015,Jan-Feb,4.13,-3.76,36865.26,-8.35,136865.26,,
2015,Mar-Apr,-0.91,-3.86,35620.58,-8.35,135620.58,,
2015,May-Jun,-2.52,-5.53,32201.28,-8.35,132201.28,,
2015,Jul-Aug,-3.22,-13.67,27937.38,-13.67,127937.38,,
2015,Sep-Oct,9.37,-5.65,39923.77,-13.67,139923.77,,
2015,Nov-Dec,-3.36,-5.38,35217.24,-13.67,135217.24,,
2016,Jan-Feb,-1.62,-7.0,33018.58,-13.67,133018.58,,
2016,Mar-Apr,-0.43,-5.75,32450.19,-13.67,132450.19,,
2016,May-Jun,3.46,-6.48,37029.02,-13.67,137029.02,,
2016,Jul-Aug,8.15,-0.87,48190.48,-13.67,148190.48,,
2016,Sep-Oct,-0.36,-3.25,47658.63,-13.67,147658.63,,
2016,Nov-Dec,4.54,-3.22,54359.07,-13.67,154359.07,,
2017,Jan-Feb,6.75,-1.3,64775.01,-13.67,164775.01,,
2017,Mar-Apr,2.88,-1.98,69510.58,-13.67,169510.58,,
2017,May-Jun,-2.52,-4.74,65235.34,-13.67,165235.34,,
2017,Jul-Aug,8.17,-2.16,78738.73,-13.67,178738.73,,
2017,Sep-Oct,7.58,-2.07,92288.81,-13.67,192288.81,,
2017,Nov-Dec,0.72,-3.43,93679.47,-13.67,193679.47,,
2018,Jan-Feb,3.9,-10.38,101223.6,-13.67,201223.6,,
2018,Mar-Apr,-4.26,-9.71,92656.62,-13.67,192656.62,,
2018,May-Jun,4.69,-5.14,101682.97,-13.67,201682.97,,
2018,Jul-Aug,7.63,-4.73,117070.67,-13.67,217070.67,,
2018,Sep-Oct,-6.14,-11.84,103744.39,-13.67,203744.39,,
2018,Nov-Dec,-9.74,-18.99,83892.85,-18.99,183892.85,,
2019,Jan-Feb,15.22,-2.4,111872.38,-18.99,211872.38,,
2019,Mar-Apr,11.08,-2.81,135341.21,-18.99,235341.21,,
2019,May-Jun,-1.02,-10.42,132929.83,-18.99,232929.83,,
2019,Jul-Aug,-0.71,-8.46,131264.77,-18.99,231264.77,,
2019,Sep-Oct,2.57,-4.26,137200.5,-18.99,237200.5,,
2019,Nov-Dec,7.83,-2.59,155780.97,-18.99,255780.97,,
2020,Jan-Feb,-4.53,-14.68,144195.12,-18.99,244195.12,,
2020,Mar-Apr,-2.54,-24.94,137996.03,-24.94,237996.03,,
2020,May-Jun,14.42,-5.73,172316.51,-24.94,272316.51,,
2020,Jul-Aug,15.35,-3.98,214110.69,-24.94,314110.69,,
2020,Sep-Oct,-7.45,-10.21,190692.33,-24.94,290692.33,,
2020,Nov-Dec,10.66,-2.57,221663.76,-24.94,321663.76,,
2021,Jan-Feb,3.3,-6.2,232289.23,-24.94,332289.23,,
2021,Mar-Apr,7.94,-3.31,258680.7,-24.94,358680.7,,
2021,May-Jun,12.45,-1.53,303323.42,-24.94,403323.42,,
2021,Jul-Aug,7.17,-2.2,332239.03,-24.94,432239.03,,
2021,Sep-Oct,3.09,-6.26,345611.24,-24.94,445611.24,,
2021,Nov-Dec,4.6,-5.32,366086.62,-24.94,466086.62,,
2013,,,,,,,14.45,-6.41
2014,,,,,,,14.84,-8.35
2015,,,,,,,2.88,-17.1
2016,,,,,,,14.16,-8.53
2017,,,,,,,25.47,-4.74
2018,,,,,,,-5.05,-25.13
2019,,,,,,,39.09,-10.42
2020,,,,,,,25.76,-29.47
2021,,,,,,,44.9,-6.26
Cumulative CAGR,18.65%,,,,,,,
Cumulative CAGR,18.65%,,,,,,,
Final Portfolio Value,"$466,086.62",,,,,,,
Cumulative Max Drawdown,-24.94%,,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
