Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2010,Jan-Feb,-5.53,-6.64,-5536.66,-6.64,94463.34,,
2010,Mar-Apr,8.88,-2.08,2850.08,-6.64,102850.08,,
2010,May-Jun,0.0,0.0,2850.08,-6.64,102850.08,,
2010,Jul-Aug,0.0,0.0,2850.08,-6.64,102850.08,,
2010,Sep-Oct,5.82,-1.77,8834.47,-6.64,108834.47,,
2010,Nov-Dec,-1.23,-5.14,7492.48,-6.64,107492.48,,
2011,Jan-Feb,2.84,-3.63,10538.32,-6.64,110538.32,,
2011,Mar-Apr,3.16,-1.66,14028.86,-6.64,114028.86,,
2011,May-Jun,0.0,0.0,14028.86,-6.64,114028.86,,
2011,Jul-Aug,0.0,0.0,14028.86,-6.64,114028.86,,
2011,Sep-Oct,0.0,0.0,14028.86,-6.64,114028.86,,
2011,Nov-Dec,2.0,-1.46,16308.96,-6.64,116308.96,,
2012,Jan-Feb,11.4,-0.78,29565.41,-6.64,129565.41,,
2012,Mar-Apr,2.63,-3.12,32975.87,-6.64,132975.87,,
2012,May-Jun,0.0,0.0,32975.87,-6.64,132975.87,,
2010,,,,,,,7.49,-7.61
2011,,,,,,,8.2,-3.63
2012,,,,,,,14.33,-3.12
Cumulative CAGR,9.97%,,,,,,,
Final Portfolio Value,"$132,975.87",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,VIXCLS,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,FEDFUNDS,T10YIE,M2SL",,,,,,,
