Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,2.71,-5.2,2.71,-5.2,102707.57,,
2014,Mar-Apr,0.28,-4.35,2.99,-5.2,102990.12,,
2014,May-Jun,5.21,-1.12,8.36,-5.2,108358.61,,
2014,Jul-Aug,5.03,-3.47,13.81,-5.2,113811.86,,
2014,Sep-Oct,0.62,-8.35,14.52,-8.35,114518.06,,
2014,Nov-Dec,1.98,-6.27,16.78,-8.35,116783.33,,
2015,Jan-Feb,4.41,-3.76,21.93,-8.35,121933.46,,
2015,Mar-Apr,-1.19,-4.25,20.48,-8.35,120477.93,,
2015,May-Jun,-2.78,-5.54,17.13,-8.35,117127.5,,
2015,Jul-Aug,-2.84,-13.67,13.81,-13.67,113806.1,,
2015,Sep-Oct,8.5,-5.65,23.48,-13.67,123480.9,,
2015,Nov-Dec,-1.88,-5.38,21.16,-13.67,121155.1,,
2016,Jan-Feb,-3.1,-8.39,17.4,-13.67,117404.01,,
2016,Mar-Apr,2.81,-5.77,20.71,-13.67,120705.66,,
2016,May-Jun,2.93,-6.48,24.25,-13.67,124246.38,,
2016,Jul-Aug,8.04,-0.89,34.23,-13.67,134232.36,,
2016,Sep-Oct,0.59,-3.25,35.02,-13.67,135022.98,,
2016,Nov-Dec,2.87,-3.23,38.89,-13.67,138893.45,,
2017,Jan-Feb,7.23,-1.3,48.93,-13.67,148934.43,,
2017,Mar-Apr,3.85,-1.99,54.66,-13.67,154664.06,,
2017,May-Jun,-0.13,-4.74,54.46,-13.67,154458.99,,
2017,Jul-Aug,8.26,-2.16,67.21,-13.67,167213.67,,
2017,Sep-Oct,7.08,-2.07,79.05,-13.67,179049.28,,
2017,Nov-Dec,1.55,-3.44,81.82,-13.67,181820.06,,
2018,Jan-Feb,5.29,-10.38,91.44,-13.67,191443.96,,
2018,Mar-Apr,-2.37,-9.73,86.9,-13.67,186903.75,,
2018,May-Jun,4.8,-5.14,95.87,-13.67,195871.26,,
2018,Jul-Aug,8.77,-4.73,113.05,-13.67,213053.47,,
2018,Sep-Oct,-7.99,-11.84,96.04,-13.67,196040.96,,
2018,Nov-Dec,-11.62,-19.01,73.25,-19.01,173253.88,,
2019,Jan-Feb,14.24,-5.05,97.92,-19.01,197918.89,,
2019,Mar-Apr,10.33,-2.81,118.36,-19.01,218355.13,,
2019,May-Jun,-0.6,-10.42,117.04,-19.01,217035.88,,
2019,Jul-Aug,1.9,-8.46,121.17,-19.01,221169.01,,
2019,Sep-Oct,6.43,-4.28,135.38,-19.01,235382.65,,
2019,Nov-Dec,9.51,-2.59,157.78,-19.01,257777.59,,
2020,Jan-Feb,-5.41,-14.68,143.84,-19.01,243838.66,,
2020,Mar-Apr,-2.23,-24.95,138.4,-24.95,238397.28,,
2020,May-Jun,14.28,-5.74,172.44,-24.95,272443.37,,
2020,Jul-Aug,18.0,-3.98,221.48,-24.95,321482.44,,
2014,,,,,,,13.7,-8.35
2015,,,,,,,-0.64,-13.67
2016,,,,,,,18.3,-8.39
2017,,,,,,,22.08,-4.74
2018,,,,,,,-9.5,-19.01
2019,,,,,,,30.24,-10.42
2020,,,,,,,31.84,-24.95
Final Portfolio Value,"$321,482.44",,,,,,,
Cumulative Max Drawdown,-24.95%,,,,,,,
