Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2016,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2016,Mar-Apr,0.0,0.0,0.0,0.0,100000.0,,
2016,May-Jun,0.0,0.0,0.0,0.0,100000.0,,
2016,Jul-Aug,2.66,-0.87,2656.95,-0.87,102656.95,,
2016,Sep-Oct,-0.42,-1.58,2220.81,-1.58,102220.81,,
2016,Nov-Dec,2.84,-3.22,5121.65,-3.22,105121.65,,
2017,Jan-Feb,7.29,-1.3,12786.75,-3.22,112786.75,,
2017,Mar-Apr,2.04,-1.73,15081.65,-3.22,115081.65,,
2017,May-Jun,-0.2,-4.75,14845.8,-4.75,114845.8,,
2017,Jul-Aug,5.07,-2.16,20663.84,-4.75,120663.84,,
2017,Sep-Oct,7.15,-2.07,29290.77,-4.75,129290.77,,
2017,Nov-Dec,1.6,-3.43,31354.48,-4.75,131354.48,,
2018,Jan-Feb,6.87,-0.95,40378.15,-4.75,140378.15,,
2018,Mar-Apr,-1.13,-2.1,38783.03,-4.75,138783.03,,
2018,May-Jun,7.25,-1.59,48839.25,-4.75,148839.25,,
2018,Jul-Aug,0.0,0.0,48839.25,-4.75,148839.25,,
2018,Sep-Oct,0.0,0.0,48839.25,-4.75,148839.25,,
2018,Nov-Dec,0.0,0.0,48839.25,-4.75,148839.25,,
2019,Jan-Feb,0.0,0.0,48839.25,-4.75,148839.25,,
2019,Mar-Apr,0.0,0.0,48839.25,-4.75,148839.25,,
2019,May-Jun,0.0,0.0,48839.25,-4.75,148839.25,,
2016,,,,,,,5.12,-3.65
2017,,,,,,,24.95,-4.75
2018,,,,,,,13.31,-2.72
2019,,,,,,,0.0,0.0
Cumulative CAGR,10.45%,,,,,,,
Final Portfolio Value,"$148,839.25",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
