Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,2.71,-5.2,2.71,-5.2,102707.57,,
2014,Mar-Apr,0.26,-4.35,2.98,-5.2,102979.54,,
2014,May-Jun,5.2,-1.13,8.33,-5.2,108331.41,,
2014,Jul-Aug,3.97,-3.47,12.63,-5.2,112632.21,,
2014,Sep-Oct,0.62,-8.35,13.33,-8.35,113331.09,,
2014,Nov-Dec,2.0,-6.26,15.6,-8.35,115595.48,,
2015,Jan-Feb,4.41,-3.76,20.69,-8.35,120693.22,,
2015,Mar-Apr,-1.18,-4.24,19.26,-8.35,119264.73,,
2015,May-Jun,-2.77,-5.53,15.96,-8.35,115959.6,,
2015,Jul-Aug,-2.83,-13.67,12.68,-13.67,112682.48,,
2015,Sep-Oct,8.49,-5.65,22.24,-13.67,122244.6,,
2015,Nov-Dec,-1.88,-5.38,19.95,-13.67,119948.13,,
2016,Jan-Feb,-3.11,-8.41,16.22,-13.67,116216.31,,
2016,Mar-Apr,2.83,-5.75,19.51,-13.67,119506.78,,
2016,May-Jun,2.94,-6.48,23.02,-13.67,123024.19,,
2016,Jul-Aug,8.35,-0.87,33.29,-13.67,133292.76,,
2016,Sep-Oct,0.89,-3.25,34.47,-13.67,134472.6,,
2016,Nov-Dec,1.98,-3.22,37.14,-13.67,137138.23,,
2017,Jan-Feb,7.3,-1.3,47.14,-13.67,147144.63,,
2017,Mar-Apr,3.88,-1.98,52.85,-13.67,152850.52,,
2017,May-Jun,0.63,-4.74,53.81,-13.67,153806.19,,
2017,Jul-Aug,7.51,-2.16,65.36,-13.67,165358.52,,
2017,Sep-Oct,7.0,-2.07,76.94,-13.67,176938.96,,
2017,Nov-Dec,1.59,-3.43,79.75,-13.67,179749.74,,
2018,Jan-Feb,5.3,-10.38,89.27,-13.67,189273.09,,
2018,Mar-Apr,-2.37,-9.72,84.79,-13.67,184785.11,,
2018,May-Jun,6.09,-5.17,96.04,-13.67,196041.25,,
2018,Jul-Aug,7.84,-4.73,111.41,-13.67,211412.72,,
2018,Sep-Oct,-8.03,-11.87,94.43,-13.67,194429.23,,
2018,Nov-Dec,-11.61,-19.0,71.86,-19.0,171864.39,,
2019,Jan-Feb,14.23,-5.05,96.32,-19.0,196324.65,,
2019,Mar-Apr,11.06,-2.81,118.03,-19.0,218031.35,,
2019,May-Jun,-0.87,-10.43,116.13,-19.0,216129.31,,
2019,Jul-Aug,1.91,-8.46,120.26,-19.0,220255.82,,
2019,Sep-Oct,6.49,-4.26,134.55,-19.0,234548.3,,
2019,Nov-Dec,9.54,-2.59,156.93,-19.0,256926.45,,
2020,Jan-Feb,-5.41,-14.68,143.03,-19.0,243030.37,,
2020,Mar-Apr,-2.23,-24.95,137.61,-24.95,237608.74,,
2020,May-Jun,14.29,-5.74,171.56,-24.95,271559.19,,
2020,Jul-Aug,18.04,-3.98,220.56,-24.95,320557.5,,
2020,Sep-Oct,-11.96,-12.9,182.21,-24.95,282209.79,,
2020,Nov-Dec,17.28,-2.57,230.98,-24.95,330984.27,,
2021,Jan-Feb,2.18,-6.2,238.2,-24.95,338204.34,,
2021,Mar-Apr,6.89,-5.22,261.52,-24.95,361520.74,,
2021,May-Jun,5.69,-6.01,282.08,-24.95,382081.43,,
2021,Jul-Aug,7.58,-3.16,311.06,-24.95,411062.27,,
2021,Sep-Oct,1.61,-7.13,317.69,-24.95,417692.87,,
2021,Nov-Dec,7.64,-5.32,349.6,-24.95,449602.3,,
2022,Jan-Feb,-11.4,-15.32,298.36,-24.95,398359.1,,
2022,Mar-Apr,-8.22,-14.49,265.61,-24.95,365613.61,,
2022,May-Jun,-10.11,-17.05,228.64,-24.95,328643.77,,
2022,Jul-Aug,6.38,-10.77,249.62,-24.95,349624.9,,
2022,Sep-Oct,-5.0,-16.38,232.14,-24.95,332143.66,,
2022,Nov-Dec,-2.68,-10.81,223.23,-24.95,323234.19,,
2023,Jan-Feb,10.76,-5.55,258.01,-24.95,358006.91,,
2023,Mar-Apr,10.48,-4.66,295.53,-24.95,395533.13,,
2023,May-Jun,15.21,-4.13,355.71,-24.95,455706.9,,
2023,Jul-Aug,1.21,-8.64,361.22,-24.95,461223.44,,
2023,Sep-Oct,-6.94,-9.43,329.22,-24.95,429224.96,,
2023,Nov-Dec,15.12,-1.51,394.13,-24.95,494134.61,,
2024,Jan-Feb,10.39,-4.13,445.46,-24.95,545462.99,,
2024,Mar-Apr,-6.88,-8.76,407.96,-24.95,507961.76,,
2024,May-Jun,16.45,-3.88,491.53,-24.95,591530.62,,
2024,Jul-Aug,-2.61,-16.97,476.1,-24.95,576103.7,,
2024,Sep-Oct,5.72,-4.95,509.07,-24.95,609073.25,,
2014,,,,,,,12.55,-8.35
2015,,,,,,,-0.62,-13.67
2016,,,,,,,18.0,-8.41
2017,,,,,,,22.16,-4.74
2018,,,,,,,-9.2,-19.0
2019,,,,,,,30.87,-10.43
2020,,,,,,,36.19,-24.95
2021,,,,,,,32.94,-7.13
2022,,,,,,,-18.86,-17.05
2023,,,,,,,38.02,-9.43
2024,,,,,,,11.66,-16.97
Final Portfolio Value,"$609,073.25",,,,,,,
Cumulative Max Drawdown,-24.95%,,,,,,,
