Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2013,Mar-Apr,0.0,0.0,0.0,0.0,100000.0,,
2013,May-Jun,0.0,0.0,0.0,0.0,100000.0,,
2013,Jul-Aug,0.0,0.0,0.0,0.0,100000.0,,
2013,Sep-Oct,0.39,-3.97,391.08,-3.97,100391.08,,
2013,Nov-Dec,0.0,0.0,391.08,-3.97,100391.08,,
2014,Jan-Feb,0.0,0.0,391.08,-3.97,100391.08,,
2014,Mar-Apr,-0.08,-4.35,303.52,-4.35,100303.52,,
2014,May-Jun,4.84,-1.12,5151.8,-4.35,105151.8,,
2014,Jul-Aug,3.41,-3.47,8737.26,-4.35,108737.26,,
2014,Sep-Oct,0.0,0.0,8737.26,-4.35,108737.26,,
2014,Nov-Dec,0.0,0.0,8737.26,-4.35,108737.26,,
2015,Jan-Feb,0.0,0.0,8737.26,-4.35,108737.26,,
2015,Mar-Apr,-4.47,-6.96,3875.5,-6.96,103875.5,,
2015,May-Jun,-2.24,-2.99,1551.05,-6.96,101551.05,,
2015,Jul-Aug,-0.36,-3.96,1182.7,-6.96,101182.7,,
2015,Sep-Oct,-0.0,-0.0,1177.7,-6.96,101177.7,,
2015,Nov-Dec,0.0,0.0,1177.7,-6.96,101177.7,,
2016,Jan-Feb,0.0,0.0,1177.7,-6.96,101177.7,,
2016,Mar-Apr,-3.35,-5.75,-2216.05,-6.96,97783.95,,
2016,May-Jun,-2.08,-2.3,-4254.35,-6.96,95745.65,,
2016,Jul-Aug,2.53,-0.87,-1836.0,-6.96,98164.0,,
2016,Sep-Oct,-1.98,-3.25,-3783.24,-6.96,96216.76,,
2016,Nov-Dec,1.08,-3.22,-2742.43,-6.96,97257.57,,
2017,Jan-Feb,6.48,-1.3,3552.49,-6.96,103552.49,,
2017,Mar-Apr,1.85,-1.95,5467.6,-6.96,105467.6,,
2017,May-Jun,-0.46,-4.74,4982.95,-6.96,104982.95,,
2017,Jul-Aug,8.18,-2.16,13568.66,-6.96,113568.66,,
2017,Sep-Oct,8.48,-2.07,23192.22,-6.96,123192.22,,
2017,Nov-Dec,0.72,-3.43,24079.76,-6.96,124079.76,,
2018,Jan-Feb,4.33,-1.81,29445.58,-6.96,129445.58,,
2018,Mar-Apr,0.0,0.0,29445.58,-6.96,129445.58,,
