Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,0.98,-2.1,976.16,-2.1,100976.16,,
2013,Mar-Apr,1.88,-2.39,2876.32,-2.39,102876.32,,
2013,May-Jun,0.16,-1.73,3039.78,-2.39,103039.78,,
2013,Jul-Aug,-0.4,-1.79,2627.77,-2.39,102627.77,,
2013,Sep-Oct,1.39,-1.6,4049.75,-2.39,104049.75,,
2013,Nov-Dec,0.24,-0.67,4300.79,-2.39,104300.79,,
2014,Jan-Feb,-0.77,-3.73,3493.25,-3.73,103493.25,,
2014,Mar-Apr,-0.26,-4.89,3218.07,-4.89,103218.07,,
2014,May-Jun,5.09,-1.12,8474.26,-4.89,108474.26,,
2014,Jul-Aug,5.52,-1.64,14454.85,-4.89,114454.85,,
2014,Sep-Oct,0.71,-1.11,15267.14,-4.89,115267.14,,
2014,Nov-Dec,0.44,-0.0,15767.56,-4.89,115767.56,,
2015,Jan-Feb,1.55,-1.21,17555.73,-4.89,117555.73,,
2015,Mar-Apr,-0.28,-0.28,17219.28,-4.89,117219.28,,
2015,May-Jun,0.09,-0.0,17327.64,-4.89,117327.64,,
2015,Jul-Aug,-3.39,-3.82,13348.13,-4.89,113348.13,,
2015,Sep-Oct,1.0,-0.0,14474.89,-4.89,114474.89,,
2015,Nov-Dec,0.77,-0.0,15352.5,-4.89,115352.5,,
2016,Jan-Feb,8.73,-2.1,25421.8,-4.89,125421.8,,
2016,Mar-Apr,0.0,0.0,25421.8,-4.89,125421.8,,
2016,May-Jun,-0.07,-2.01,25327.81,-4.89,125327.81,,
2016,Jul-Aug,0.0,0.0,25327.81,-4.89,125327.81,,
2016,Sep-Oct,-0.07,-3.25,25232.23,-4.89,125232.23,,
2016,Nov-Dec,1.71,-3.22,27371.96,-4.89,127371.96,,
2017,Jan-Feb,7.29,-1.3,36660.57,-4.89,136660.57,,
2017,Mar-Apr,2.43,-1.98,39976.14,-4.89,139976.14,,
2017,May-Jun,-3.71,-4.8,34785.21,-4.89,134785.21,,
2017,Jul-Aug,6.14,-2.1,43054.49,-4.89,143054.49,,
2017,Sep-Oct,7.99,-1.67,54475.32,-4.89,154475.32,,
2017,Nov-Dec,0.0,0.0,54475.32,-4.89,154475.32,,
2018,Jan-Feb,3.64,-5.37,60096.33,-5.37,160096.33,,
2018,Mar-Apr,0.0,0.0,60096.33,-5.37,160096.33,,
2018,May-Jun,0.73,-0.0,61268.32,-5.37,161268.32,,
2018,Jul-Aug,0.0,0.0,61268.32,-5.37,161268.32,,
2018,Sep-Oct,5.13,-3.66,69531.56,-5.37,169531.56,,
2018,Nov-Dec,0.0,0.0,69531.56,-5.37,169531.56,,
2019,Jan-Feb,10.8,-5.05,87838.57,-5.37,187838.57,,
2019,Mar-Apr,-0.45,-0.45,86982.01,-5.37,186982.01,,
2019,May-Jun,4.37,-3.39,95156.61,-5.37,195156.61,,
2019,Jul-Aug,-0.8,-6.22,93583.94,-6.22,193583.94,,
2019,Sep-Oct,8.58,-2.25,110184.77,-6.22,210184.77,,
2019,Nov-Dec,0.41,-0.0,111033.87,-6.22,211033.87,,
2020,Jan-Feb,-5.84,-11.81,98714.35,-11.81,198714.35,,
2020,Mar-Apr,-2.22,-24.94,94309.12,-24.94,194309.12,,
2020,May-Jun,17.54,-5.73,128378.81,-24.94,228378.81,,
2020,Jul-Aug,18.05,-3.98,169593.27,-24.94,269593.27,,
2020,Sep-Oct,-11.95,-12.89,137364.13,-24.94,237364.13,,
2020,Nov-Dec,16.99,-2.57,177681.13,-24.94,277681.13,,
2021,Jan-Feb,2.18,-6.2,183733.39,-24.94,283733.39,,
2021,Mar-Apr,5.15,-6.72,198347.35,-24.94,298347.35,,
2021,May-Jun,3.48,-4.27,208737.22,-24.94,308737.22,,
2021,Jul-Aug,1.82,-2.35,214343.46,-24.94,314343.46,,
2021,Sep-Oct,-1.12,-5.97,210812.99,-24.94,310812.99,,
2021,Nov-Dec,-0.87,-3.74,208091.13,-24.94,308091.13,,
2022,Jan-Feb,-9.13,-13.3,179969.05,-24.94,279969.05,,
2022,Mar-Apr,0.14,-5.74,180361.97,-24.94,280361.97,,
2022,May-Jun,-8.1,-12.87,157655.89,-24.94,257655.89,,
2022,Jul-Aug,3.48,-6.48,166612.3,-24.94,266612.3,,
2022,Sep-Oct,-2.57,-11.19,159769.34,-24.94,259769.34,,
2022,Nov-Dec,2.02,-7.64,165027.09,-24.94,265027.09,,
2023,Jan-Feb,9.92,-1.98,191311.59,-24.94,291311.59,,
2023,Mar-Apr,9.64,-3.58,219398.18,-24.94,319398.18,,
2023,May-Jun,11.5,-1.32,256123.46,-24.94,356123.46,,
2023,Jul-Aug,0.0,0.0,256123.46,-24.94,356123.46,,
2023,Sep-Oct,-2.67,-4.01,246617.86,-24.94,346617.86,,
2023,Nov-Dec,0.0,0.0,246617.86,-24.94,346617.86,,
2024,Jan-Feb,0.0,0.0,246617.86,-24.94,346617.86,,
2024,Mar-Apr,0.0,0.0,246617.86,-24.94,346617.86,,
2024,May-Jun,0.0,0.0,246617.86,-24.94,346617.86,,
2024,Jul-Aug,3.44,-1.62,258540.35,-24.94,358540.35,,
2024,Sep-Oct,0.0,0.0,258540.35,-24.94,358540.35,,
2024,Nov-Dec,0.11,-0.0,258921.31,-24.94,358921.31,,
2013,,,,,,,4.3,-2.39
2014,,,,,,,10.99,-5.66
2015,,,,,,,-0.36,-4.01
2016,,,,,,,10.42,-3.37
2017,,,,,,,21.28,-5.8
2018,,,,,,,9.75,-5.37
2019,,,,,,,24.48,-6.22
2020,,,,,,,31.58,-30.78
2021,,,,,,,10.95,-6.72
2022,,,,,,,-13.98,-24.8
2023,,,,,,,30.79,-4.01
2024,,,,,,,3.55,-1.62
Cumulative CAGR,11.24%,,,,,,,
Final Portfolio Value,"$358,921.31",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
