Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2018,Jan-Feb,4.33,-1.81,4323.5,-1.81,104323.5,,
2018,Mar-Apr,0.0,0.0,4323.5,-1.81,104323.5,,
2018,May-Jun,-4.36,-4.36,-225.03,-4.36,99774.97,,
2018,Jul-Aug,4.46,-4.73,4222.99,-4.73,104222.99,,
2018,Sep-Oct,-1.41,-4.14,2749.9,-4.73,102749.9,,
2018,Nov-Dec,-5.93,-9.91,-3344.83,-9.91,96655.17,,
2019,Jan-Feb,0.0,0.0,-3344.83,-9.91,96655.17,,
2019,Mar-Apr,7.39,-2.81,3798.2,-9.91,103798.2,,
2019,May-Jun,-1.31,-3.68,2438.06,-9.91,102438.06,,
2019,Jul-Aug,1.28,-2.89,3749.98,-9.91,103749.98,,
2019,Sep-Oct,2.58,-2.63,6428.93,-9.91,106428.93,,
2019,Nov-Dec,5.19,-2.59,11948.14,-9.91,111948.14,,
2020,Jan-Feb,3.92,-2.84,16336.69,-9.91,116336.69,,
2020,Mar-Apr,0.0,0.0,16336.69,-9.91,116336.69,,
2020,May-Jun,0.0,0.0,16336.69,-9.91,116336.69,,
2020,Jul-Aug,0.0,0.0,16336.69,-9.91,116336.69,,
2020,Sep-Oct,0.0,0.0,16336.69,-9.91,116336.69,,
2020,Nov-Dec,0.0,0.0,16336.69,-9.91,116336.69,,
2021,Jan-Feb,0.0,0.0,16336.69,-9.91,116336.69,,
2021,Mar-Apr,0.0,0.0,16336.69,-9.91,116336.69,,
2021,May-Jun,0.0,0.0,16336.69,-9.91,116336.69,,
2021,Jul-Aug,0.0,0.0,16336.69,-9.91,116336.69,,
2021,Sep-Oct,0.0,0.0,16336.69,-9.91,116336.69,,
2021,Nov-Dec,0.0,0.0,16336.69,-9.91,116336.69,,
2022,Jan-Feb,0.0,0.0,16336.69,-9.91,116336.69,,
2022,Mar-Apr,0.0,0.0,16336.69,-9.91,116336.69,,
2022,May-Jun,0.0,0.0,16336.69,-9.91,116336.69,,
2022,Jul-Aug,0.0,0.0,16336.69,-9.91,116336.69,,
2022,Sep-Oct,0.0,0.0,16336.69,-9.91,116336.69,,
2022,Nov-Dec,0.0,0.0,16336.69,-9.91,116336.69,,
2023,Jan-Feb,0.0,0.0,16336.69,-9.91,116336.69,,
2023,Mar-Apr,0.0,0.0,16336.69,-9.91,116336.69,,
2023,May-Jun,10.29,-4.12,28309.54,-9.91,128309.54,,
2023,Jul-Aug,2.15,-8.63,31065.28,-9.91,131065.28,,
2023,Sep-Oct,-6.3,-7.42,22805.18,-9.91,122805.18,,
2023,Nov-Dec,12.06,-1.51,37614.29,-9.91,137614.29,,
2024,Jan-Feb,0.0,0.0,37614.29,-9.91,137614.29,,
2024,Mar-Apr,0.0,0.0,37614.29,-9.91,137614.29,,
2024,May-Jun,0.0,0.0,37614.29,-9.91,137614.29,,
2024,Jul-Aug,0.0,0.0,37614.29,-9.91,137614.29,,
2024,Sep-Oct,6.16,-4.95,46082.26,-9.91,146082.26,,
2024,Nov-Dec,0.0,0.0,46082.26,-9.91,146082.26,,
2018,,,,,,,-3.34,-11.32
2019,,,,,,,15.82,-4.2
2020,,,,,,,3.92,-2.84
2021,,,,,,,0.0,0.0
2022,,,,,,,0.0,0.0
2023,,,,,,,18.29,-8.63
2024,,,,,,,6.15,-4.95
Cumulative CAGR,5.56%,,,,,,,
Final Portfolio Value,"$146,082.26",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,VIXCLS,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,FEDFUNDS,T10YIE,M2SL,LEI_ARIMA_1_1_1_step_1,NFCI",,,,,,,
