Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2013,Mar-Apr,0.0,0.0,0.0,0.0,100000.0,,
2013,May-Jun,0.0,0.0,0.0,0.0,100000.0,,
2013,Jul-Aug,0.0,0.0,0.0,0.0,100000.0,,
2013,Sep-Oct,0.0,0.0,0.0,0.0,100000.0,,
2013,Nov-Dec,0.0,0.0,0.0,0.0,100000.0,,
2014,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2014,Mar-Apr,-0.08,-4.35,-87.23,-4.35,99912.77,,
2014,May-Jun,4.84,-1.12,4742.14,-4.35,104742.14,,
2014,Jul-Aug,3.41,-3.47,8313.62,-4.35,108313.62,,
2014,Sep-Oct,0.0,0.0,8313.62,-4.35,108313.62,,
2014,Nov-Dec,0.0,0.0,8313.62,-4.35,108313.62,,
2015,Jan-Feb,0.0,0.0,8313.62,-4.35,108313.62,,
2015,Mar-Apr,-4.47,-6.96,3470.75,-6.96,103470.75,,
2015,May-Jun,0.0,0.0,3470.75,-6.96,103470.75,,
2015,Jul-Aug,0.0,0.0,3470.75,-6.96,103470.75,,
2015,Sep-Oct,0.0,0.0,3470.75,-6.96,103470.75,,
2015,Nov-Dec,0.0,0.0,3470.75,-6.96,103470.75,,
2016,Jan-Feb,0.0,0.0,3470.75,-6.96,103470.75,,
2016,Mar-Apr,-4.93,-6.97,-1628.65,-6.97,98371.35,,
2016,May-Jun,-2.08,-2.3,-3679.14,-6.97,96320.86,,
2016,Jul-Aug,1.35,-0.13,-2381.12,-6.97,97618.88,,
2016,Sep-Oct,-1.19,-1.19,-3545.56,-6.97,96454.44,,
2016,Nov-Dec,0.0,0.0,-3545.56,-6.97,96454.44,,
2017,Jan-Feb,2.36,-0.38,-1271.25,-6.97,98728.75,,
2017,Mar-Apr,0.0,0.0,-1271.25,-6.97,98728.75,,
2017,May-Jun,-1.73,-2.73,-2982.1,-6.97,97017.9,,
2017,Jul-Aug,5.48,-2.16,2333.5,-6.97,102333.5,,
2017,Sep-Oct,7.22,-2.07,9718.78,-6.97,109718.78,,
2017,Nov-Dec,1.45,-1.61,11303.17,-6.97,111303.17,,
2018,Jan-Feb,0.0,0.0,11303.17,-6.97,111303.17,,
2018,Mar-Apr,0.0,0.0,11303.17,-6.97,111303.17,,
