Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2023,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2023,Mar-Apr,1.1,-3.8,1094.24,-3.8,101094.24,,
2023,May-Jun,11.91,-4.12,13132.44,-4.12,113132.44,,
2023,Jul-Aug,2.15,-8.63,15561.62,-8.63,115561.62,,
2023,Sep-Oct,-6.3,-7.42,8278.03,-8.63,108278.03,,
2023,Nov-Dec,12.06,-1.51,21334.68,-8.63,121334.68,,
2024,Jan-Feb,0.0,0.0,21334.68,-8.63,121334.68,,
2024,Mar-Apr,0.0,0.0,21334.68,-8.63,121334.68,,
2024,May-Jun,0.0,0.0,21334.68,-8.63,121334.68,,
2024,Jul-Aug,5.05,-0.0,27459.62,-8.63,127459.62,,
2024,Sep-Oct,6.16,-4.95,35302.35,-8.63,135302.35,,
2024,Nov-Dec,6.11,-3.81,43572.29,-8.63,143572.29,,
2023,,,,,,,21.33,-8.63
2024,,,,,,,18.33,-4.95
Cumulative CAGR,19.82%,,,,,,,
Final Portfolio Value,"$143,572.29",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,VIXCLS,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,FEDFUNDS,T10YIE,M2SL,LEI_ARIMA_1_1_1_step_1,NFCI",,,,,,,
