Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,-1.65,-1.65,-1655.33,-1.65,98344.67,,
2013,Mar-Apr,1.88,-3.08,193.34,-3.08,100193.34,,
2013,May-Jun,-0.03,-5.53,157.7,-5.53,100157.7,,
2013,Jul-Aug,2.47,-2.22,2630.74,-5.53,102630.74,,
2013,Sep-Oct,5.51,-3.11,8286.48,-5.53,108286.48,,
2013,Nov-Dec,5.9,-1.44,14674.61,-5.53,114674.61,,
2014,Jan-Feb,3.45,-1.77,18623.03,-5.53,118623.03,,
2014,Mar-Apr,1.58,-2.34,20494.58,-5.53,120494.58,,
2014,May-Jun,0.0,0.0,20494.58,-5.53,120494.58,,
2014,Jul-Aug,-1.48,-1.92,18707.15,-5.53,118707.15,,
2014,Sep-Oct,-0.12,-9.02,18565.9,-9.02,118565.9,,
2014,Nov-Dec,1.12,-6.67,19894.06,-9.02,119894.06,,
2015,Jan-Feb,2.78,-5.25,23229.75,-9.02,123229.75,,
2015,Mar-Apr,-1.69,-4.62,21149.57,-9.02,121149.57,,
2015,May-Jun,-4.04,-5.53,16248.71,-9.02,116248.71,,
2015,Jul-Aug,-0.11,-10.66,16118.91,-10.66,116118.91,,
2015,Sep-Oct,10.98,-6.59,28866.59,-10.66,128866.59,,
2015,Nov-Dec,-3.5,-6.11,24357.19,-10.66,124357.19,,
2016,Jan-Feb,-10.91,-11.82,10793.81,-11.82,110793.81,,
2016,Mar-Apr,-0.14,-5.75,10631.25,-11.82,110631.25,,
2016,May-Jun,2.26,-4.56,13125.64,-11.82,113125.64,,
2016,Jul-Aug,8.1,-0.87,22280.83,-11.82,122280.83,,
2016,Sep-Oct,0.64,-0.6,23066.4,-11.82,123066.4,,
2016,Nov-Dec,1.12,-0.21,24439.38,-11.82,124439.38,,
2017,Jan-Feb,0.0,0.0,24439.38,-11.82,124439.38,,
2017,Mar-Apr,0.0,0.0,24439.38,-11.82,124439.38,,
2017,May-Jun,3.65,-2.17,28979.07,-11.82,128979.07,,
2017,Jul-Aug,1.98,-2.16,31530.81,-11.82,131530.81,,
2017,Sep-Oct,-0.84,-1.12,30419.17,-11.82,130419.17,,
2017,Nov-Dec,1.57,-3.43,32464.88,-11.82,132464.88,,
2018,Jan-Feb,1.59,-7.94,34571.27,-11.82,134571.27,,
2018,Mar-Apr,-2.36,-9.71,31394.75,-11.82,131394.75,,
2018,May-Jun,4.04,-5.14,36703.49,-11.82,136703.49,,
2018,Jul-Aug,7.86,-4.73,47444.99,-11.82,147444.99,,
2018,Sep-Oct,-12.48,-13.19,29042.93,-13.19,129042.93,,
2018,Nov-Dec,-11.6,-18.99,14074.32,-18.99,114074.32,,
2019,Jan-Feb,3.08,-3.0,17588.99,-18.99,117588.99,,
2019,Mar-Apr,10.82,-2.39,30307.93,-18.99,130307.93,,
2019,May-Jun,-4.79,-10.17,24063.88,-18.99,124063.88,,
2019,Jul-Aug,1.12,-2.39,25449.75,-18.99,125449.75,,
2019,Sep-Oct,-1.93,-5.73,23024.64,-18.99,123024.64,,
2019,Nov-Dec,7.82,-2.59,32646.0,-18.99,132646.0,,
2020,Jan-Feb,0.47,-4.45,33273.07,-18.99,133273.07,,
2020,Mar-Apr,0.0,0.0,33273.07,-18.99,133273.07,,
2020,May-Jun,0.0,0.0,33273.07,-18.99,133273.07,,
2020,Jul-Aug,0.0,0.0,33273.07,-18.99,133273.07,,
2020,Sep-Oct,0.0,0.0,33273.07,-18.99,133273.07,,
2020,Nov-Dec,0.0,0.0,33273.07,-18.99,133273.07,,
2021,Jan-Feb,0.0,0.0,33273.07,-18.99,133273.07,,
2021,Mar-Apr,-1.53,-3.59,31230.83,-18.99,131230.83,,
2021,May-Jun,2.41,-2.53,34386.12,-18.99,134386.12,,
2021,Jul-Aug,5.43,-1.29,41679.07,-18.99,141679.07,,
2021,Sep-Oct,2.76,-1.6,45587.4,-18.99,145587.4,,
2021,Nov-Dec,8.71,-3.89,58264.97,-18.99,158264.97,,
2022,Jan-Feb,-3.45,-5.69,52809.63,-18.99,152809.63,,
2022,Mar-Apr,-6.52,-10.48,42844.05,-18.99,142844.05,,
2022,May-Jun,-3.71,-9.36,37548.36,-18.99,137548.36,,
2022,Jul-Aug,2.54,-5.99,41035.44,-18.99,141035.44,,
2022,Sep-Oct,-2.54,-7.5,37443.92,-18.99,137443.92,,
2022,Nov-Dec,-3.87,-5.14,32124.14,-18.99,132124.14,,
2023,Jan-Feb,0.7,-4.44,33041.94,-18.99,133041.94,,
2023,Mar-Apr,1.49,-3.8,35024.77,-18.99,135024.77,,
2023,May-Jun,3.29,-4.12,39466.12,-18.99,139466.12,,
