Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,-0.69,-2.42,-695.43,-2.42,99304.57,,
2013,Mar-Apr,3.8,-4.22,3075.18,-4.22,103075.18,,
2013,May-Jun,0.13,-6.44,3204.2,-6.44,103204.2,,
2013,Jul-Aug,2.06,-3.26,5331.4,-6.44,105331.4,,
2013,Sep-Oct,4.07,-2.49,9618.99,-6.44,109618.99,,
2013,Nov-Dec,6.16,-2.1,16366.7,-6.44,116366.7,,
2014,Jan-Feb,2.65,-5.22,19446.03,-6.44,119446.03,,
2014,Mar-Apr,1.31,-4.35,21013.07,-6.44,121013.07,,
2014,May-Jun,5.1,-1.12,27176.33,-6.44,127176.33,,
2014,Jul-Aug,3.95,-3.47,32201.42,-6.44,132201.42,,
2014,Sep-Oct,0.59,-8.37,32985.37,-8.37,132985.37,,
2014,Nov-Dec,1.56,-6.27,35060.93,-8.37,135060.93,,
2015,Jan-Feb,4.38,-3.77,40969.13,-8.37,140969.13,,
2015,Mar-Apr,-1.97,-4.89,38195.14,-8.37,138195.14,,
2015,May-Jun,-3.95,-5.53,32729.38,-8.37,132729.38,,
2015,Jul-Aug,-9.17,-13.31,20558.95,-13.31,120558.95,,
2015,Sep-Oct,9.44,-5.66,31939.74,-13.31,131939.74,,
2015,Nov-Dec,-2.76,-5.39,28299.79,-13.31,128299.79,,
2016,Jan-Feb,-2.12,-7.6,25582.32,-13.31,125582.32,,
2016,Mar-Apr,0.0,0.0,25582.32,-13.31,125582.32,,
2016,May-Jun,2.18,-6.48,28318.92,-13.31,128318.92,,
2016,Jul-Aug,8.1,-0.87,38704.39,-13.31,138704.39,,
2016,Sep-Oct,0.57,-3.25,39493.29,-13.31,139493.29,,
2016,Nov-Dec,2.85,-3.22,43464.51,-13.31,143464.51,,
2017,Jan-Feb,7.29,-1.3,53927.33,-13.31,153927.33,,
2017,Mar-Apr,2.43,-1.98,57662.45,-13.31,157662.45,,
2017,May-Jun,-0.18,-4.75,57372.21,-13.31,157372.21,,
2017,Jul-Aug,8.24,-2.16,70339.71,-13.31,170339.71,,
2017,Sep-Oct,7.08,-2.07,82392.03,-13.31,182392.03,,
2017,Nov-Dec,1.57,-3.43,85254.97,-13.31,185254.97,,
2018,Jan-Feb,-0.1,-12.88,85065.0,-13.31,185065.0,,
2018,Mar-Apr,-2.36,-9.71,80698.44,-13.31,180698.44,,
2018,May-Jun,4.81,-5.14,89380.21,-13.31,189380.21,,
2018,Jul-Aug,7.86,-4.73,104262.8,-13.31,204262.8,,
2018,Sep-Oct,-7.99,-11.85,87937.08,-13.31,187937.08,,
2018,Nov-Dec,-14.96,-16.96,59816.66,-16.96,159816.66,,
2019,Jan-Feb,14.22,-5.05,82541.9,-16.96,182541.9,,
2019,Mar-Apr,10.32,-2.82,101372.67,-16.96,201372.67,,
2019,May-Jun,-0.62,-10.43,100120.22,-16.96,200120.22,,
2019,Jul-Aug,0.31,-8.46,100731.5,-16.96,200731.5,,
2019,Sep-Oct,6.49,-4.27,113746.71,-16.96,213746.71,,
2019,Nov-Dec,8.26,-2.59,131402.15,-16.96,231402.15,,
2020,Jan-Feb,-6.1,-14.68,117276.02,-16.96,217276.02,,
2020,Mar-Apr,0.0,0.0,117276.02,-16.96,217276.02,,
2020,May-Jun,0.0,0.0,117276.02,-16.96,217276.02,,
2020,Jul-Aug,0.0,0.0,117276.02,-16.96,217276.02,,
2020,Sep-Oct,-1.75,-6.15,113475.69,-16.96,213475.69,,
2020,Nov-Dec,10.65,-2.57,136216.94,-16.96,236216.94,,
2021,Jan-Feb,0.31,-6.2,136945.12,-16.96,236945.12,,
2021,Mar-Apr,3.54,-6.72,145339.95,-16.96,245339.95,,
