Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2016,Jan-Feb,0.0,0.0,0.0,0.0,100000.0,,
2016,Mar-Apr,0.0,0.0,0.0,0.0,100000.0,,
2016,May-Jun,0.0,0.0,0.0,0.0,100000.0,,
2016,Jul-Aug,2.75,-0.93,2749.0,-0.93,102749.0,,
2016,Sep-Oct,-1.25,-2.16,1460.43,-2.16,101460.43,,
2016,Nov-Dec,2.01,-2.92,3496.83,-2.92,103496.83,,
2017,Jan-Feb,8.76,-0.98,12565.12,-2.92,112565.12,,
2017,Mar-Apr,2.71,-1.51,15613.15,-2.92,115613.15,,
2017,May-Jun,0.25,-4.18,15894.6,-4.18,115894.6,,
2017,Jul-Aug,4.33,-2.66,20908.78,-4.18,120908.78,,
2017,Sep-Oct,4.15,-2.24,25929.21,-4.18,125929.21,,
2017,Nov-Dec,2.58,-2.48,29178.9,-4.18,129178.9,,
2018,Jan-Feb,7.85,-0.68,39313.05,-4.18,139313.05,,
2018,Mar-Apr,-0.84,-2.37,38140.69,-4.18,138140.69,,
2018,May-Jun,6.11,-1.35,46577.74,-4.18,146577.74,,
2018,Jul-Aug,0.0,0.0,46577.74,-4.18,146577.74,,
2018,Sep-Oct,0.0,0.0,46577.74,-4.18,146577.74,,
2018,Nov-Dec,0.0,0.0,46577.74,-4.18,146577.74,,
2019,Jan-Feb,0.0,0.0,46577.74,-4.18,146577.74,,
2019,Mar-Apr,0.0,0.0,46577.74,-4.18,146577.74,,
2019,May-Jun,0.0,0.0,46577.74,-4.18,146577.74,,
2019,Jul-Aug,0.0,0.0,46577.74,-4.18,146577.74,,
2019,Sep-Oct,0.0,0.0,46577.74,-4.18,146577.74,,
2019,Nov-Dec,3.07,-2.25,51080.65,-4.18,151080.65,,
2020,Jan-Feb,9.54,-2.89,65486.52,-4.18,165486.52,,
2020,Mar-Apr,0.0,0.0,65486.52,-4.18,165486.52,,
2020,May-Jun,0.0,0.0,65486.52,-4.18,165486.52,,
2020,Jul-Aug,17.72,-4.21,94807.38,-4.21,194807.38,,
2020,Sep-Oct,-5.45,-6.34,84184.18,-6.34,184184.18,,
2020,Nov-Dec,16.21,-3.8,114032.47,-6.34,214032.47,,
2021,Jan-Feb,8.77,-4.27,132807.25,-6.34,232807.25,,
2021,Mar-Apr,9.48,-3.29,154876.36,-6.34,254876.36,,
2021,May-Jun,3.93,-5.75,164895.17,-6.34,264895.17,,
2021,Jul-Aug,0.0,0.0,164895.17,-6.34,264895.17,,
2021,Sep-Oct,0.0,0.0,164895.17,-6.34,264895.17,,
2021,Nov-Dec,0.0,0.0,164895.17,-6.34,264895.17,,
2022,Jan-Feb,0.0,0.0,164895.17,-6.34,264895.17,,
2022,Mar-Apr,0.0,0.0,164895.17,-6.34,264895.17,,
2022,May-Jun,0.0,0.0,164895.17,-6.34,264895.17,,
2022,Jul-Aug,0.0,0.0,164895.17,-6.34,264895.17,,
2022,Sep-Oct,0.0,0.0,164895.17,-6.34,264895.17,,
2022,Nov-Dec,0.0,0.0,164895.17,-6.34,264895.17,,
2023,Jan-Feb,0.0,0.0,164895.17,-6.34,264895.17,,
2023,Mar-Apr,1.25,-2.78,168197.67,-6.34,268197.67,,
2023,May-Jun,14.64,-3.4,207452.17,-6.34,307452.17,,
2023,Jul-Aug,3.21,-7.16,217311.01,-7.16,317311.01,,
2023,Sep-Oct,-5.12,-6.31,201060.31,-7.16,301060.31,,
2023,Nov-Dec,11.37,-1.49,235286.71,-7.16,335286.71,,
2024,Jan-Feb,9.04,-2.62,265604.61,-7.16,365604.61,,
2024,Mar-Apr,-1.15,-2.62,261382.48,-7.16,361382.48,,
2024,May-Jun,13.92,-1.95,311668.21,-7.16,411668.21,,
2024,Jul-Aug,2.95,-0.0,323822.3,-7.16,423822.3,,
2024,Sep-Oct,7.26,-2.84,354570.64,-7.16,454570.64,,
2024,Nov-Dec,-0.57,-5.01,351982.9,-7.16,451982.9,,
2016,,,,,,,3.5,-4.17
2017,,,,,,,24.81,-4.18
2018,,,,,,,13.47,-2.37
2019,,,,,,,3.07,-2.25
2020,,,,,,,41.67,-9.25
2021,,,,,,,23.76,-5.75
2022,,,,,,,0.0,0.0
2023,,,,,,,26.57,-7.16
2024,,,,,,,34.8,-5.01
Cumulative CAGR,18.25%,,,,,,,
Final Portfolio Value,"$451,982.90",,,,,,,
Symbol,QQQ,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
