Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2013,Jan-Feb,-0.67,-2.4,-672.95,-2.4,99327.05,,
2013,Mar-Apr,3.79,-4.23,3090.55,-4.23,103090.55,,
2013,May-Jun,0.13,-6.44,3222.12,-6.44,103222.12,,
2013,Jul-Aug,2.06,-3.27,5342.32,-6.44,105342.32,,
2013,Sep-Oct,6.98,-3.89,12692.35,-6.44,112692.35,,
2013,Nov-Dec,6.16,-2.1,19632.49,-6.44,119632.49,,
2014,Jan-Feb,2.64,-5.22,22792.53,-6.44,122792.53,,
2014,Mar-Apr,1.33,-4.35,24427.81,-6.44,124427.81,,
2014,May-Jun,5.1,-1.12,30767.63,-6.44,130767.63,,
2014,Jul-Aug,3.96,-3.47,35948.05,-6.44,135948.05,,
2014,Sep-Oct,0.61,-8.36,36768.46,-8.36,136768.46,,
2014,Nov-Dec,1.56,-6.27,38895.79,-8.36,138895.79,,
2015,Jan-Feb,4.39,-3.77,44986.34,-8.36,144986.34,,
2015,Mar-Apr,-1.96,-4.88,42146.26,-8.36,142146.26,,
2015,May-Jun,-3.95,-5.53,36527.16,-8.36,136527.16,,
2015,Jul-Aug,-3.49,-13.68,31765.6,-13.68,131765.6,,
2015,Sep-Oct,12.09,-5.66,47689.71,-13.68,147689.71,,
2015,Nov-Dec,-2.75,-5.39,43619.54,-13.68,143619.54,,
2016,Jan-Feb,-3.1,-8.39,39168.9,-13.68,139168.9,,
2016,Mar-Apr,-0.14,-5.75,38968.49,-13.68,138968.49,,
2016,May-Jun,2.18,-6.48,42000.92,-13.68,142000.92,,
2016,Jul-Aug,8.1,-0.87,53496.8,-13.68,153496.8,,
2016,Sep-Oct,0.57,-3.25,54366.11,-13.68,154366.11,,
2016,Nov-Dec,2.86,-3.22,58776.81,-13.68,158776.81,,
2017,Jan-Feb,7.3,-1.3,70359.4,-13.68,170359.4,,
2017,Mar-Apr,2.43,-1.98,74496.29,-13.68,174496.29,,
2017,May-Jun,-0.18,-4.75,74187.02,-13.68,174187.02,,
2017,Jul-Aug,8.25,-2.16,88546.4,-13.68,188546.4,,
2017,Sep-Oct,7.06,-2.07,101861.17,-13.68,201861.17,,
2017,Nov-Dec,1.57,-3.43,105032.75,-13.68,205032.75,,
2018,Jan-Feb,5.29,-10.38,115882.47,-13.68,215882.47,,
2018,Mar-Apr,-2.37,-9.72,110772.08,-13.68,210772.08,,
2018,May-Jun,4.81,-5.14,120903.76,-13.68,220903.76,,
2018,Jul-Aug,7.86,-4.73,138267.02,-13.68,238267.02,,
2018,Sep-Oct,-7.99,-11.85,119230.15,-13.68,219230.15,,
2018,Nov-Dec,-11.6,-19.0,93795.58,-19.0,193795.58,,
2019,Jan-Feb,14.22,-5.05,121355.83,-19.0,221355.83,,
2019,Mar-Apr,10.32,-2.81,144198.87,-19.0,244198.87,,
2019,May-Jun,-0.62,-10.43,142692.54,-19.0,242692.54,,
2019,Jul-Aug,0.31,-8.46,143430.61,-19.0,243430.61,,
2019,Sep-Oct,6.49,-4.27,159225.7,-19.0,259225.7,,
2019,Nov-Dec,8.26,-2.59,180643.57,-19.0,280643.57,,
2020,Jan-Feb,-5.38,-14.68,165533.01,-19.0,265533.01,,
2020,Mar-Apr,-2.21,-24.94,159650.66,-24.94,259650.66,,
2020,May-Jun,17.54,-5.73,205181.51,-24.94,305181.51,,
2020,Jul-Aug,18.05,-3.98,260260.53,-24.94,360260.53,,
2020,Sep-Oct,-11.95,-12.89,217196.45,-24.94,317196.45,,
2020,Nov-Dec,16.99,-2.57,271077.54,-24.94,371077.54,,
2021,Jan-Feb,2.18,-6.2,279169.64,-24.94,379169.64,,
2021,Mar-Apr,3.55,-6.72,292627.58,-24.94,392627.58,,
2021,May-Jun,5.98,-5.75,316099.9,-24.94,416099.9,,
2021,Jul-Aug,7.38,-3.16,346818.71,-24.94,446818.71,,
2021,Sep-Oct,1.64,-7.12,354128.42,-24.94,454128.42,,
2021,Nov-Dec,7.79,-5.33,389500.08,-24.94,489500.08,,
2022,Jan-Feb,-12.24,-16.12,329585.11,-24.94,429585.11,,
2022,Mar-Apr,-6.36,-14.49,302264.9,-24.94,402264.9,,
2022,May-Jun,-11.48,-17.06,256071.76,-24.94,356071.76,,
2022,Jul-Aug,6.14,-10.76,277916.65,-24.94,377916.65,,
2022,Sep-Oct,-5.02,-16.39,258932.34,-24.94,358932.34,,
2022,Nov-Dec,-1.89,-10.82,252143.6,-24.94,352143.6,,
2023,Jan-Feb,10.73,-5.56,289913.23,-24.94,389913.23,,
2023,Mar-Apr,11.29,-4.67,333929.03,-24.94,433929.03,,
2023,May-Jun,15.19,-4.12,399839.38,-24.94,499839.38,,
2023,Jul-Aug,1.25,-8.63,406078.33,-24.94,506078.33,,
2023,Sep-Oct,-6.93,-9.42,371014.01,-24.94,471014.01,,
2023,Nov-Dec,15.13,-1.51,442291.51,-24.94,542291.51,,
2024,Jan-Feb,10.42,-4.13,498820.85,-24.94,598820.85,,
2024,Mar-Apr,-6.88,-8.76,457639.38,-24.94,557639.38,,
2024,May-Jun,16.46,-3.88,549408.99,-24.94,649408.99,,
2024,Jul-Aug,-3.34,-16.97,527714.47,-24.94,627714.47,,
2024,Sep-Oct,5.72,-4.95,563634.98,-24.94,663634.98,,
2024,Nov-Dec,3.84,-3.81,589141.09,-24.94,689141.09,,
2013,,,,,,,19.63,-6.44
2014,,,,,,,16.1,-8.36
2015,,,,,,,3.4,-13.68
2016,,,,,,,10.55,-8.39
2017,,,,,,,29.13,-4.75
2018,,,,,,,-5.48,-19.0
2019,,,,,,,44.81,-10.43
2020,,,,,,,32.22,-24.94
2021,,,,,,,31.91,-7.12
2022,,,,,,,-28.06,-17.06
2023,,,,,,,54.0,-9.42
2024,,,,,,,27.08,-16.97
Cumulative CAGR,17.45%,,,,,,,
Final Portfolio Value,"$689,141.09",,,,,,,
Cumulative Max Drawdown,-24.94%,,,,,,,
