Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,2.68,-5.21,2.68,-5.21,102676.63,,
2014,Mar-Apr,0.25,-4.36,2.94,-5.21,102938.14,,
2014,May-Jun,5.2,-1.12,8.29,-5.21,108293.58,,
2014,Jul-Aug,5.03,-3.47,13.74,-5.21,113743.56,,
2014,Sep-Oct,0.62,-8.35,14.45,-8.35,114449.34,,
2014,Nov-Dec,1.99,-6.26,16.72,-8.35,116724.83,,
2015,Jan-Feb,4.41,-3.76,21.87,-8.35,121872.37,,
2015,Mar-Apr,-1.18,-4.24,20.43,-8.35,120429.93,,
2015,May-Jun,-2.79,-5.54,17.07,-8.35,117074.81,,
2015,Jul-Aug,-2.84,-13.68,13.76,-13.68,113755.12,,
2015,Sep-Oct,8.46,-5.67,23.38,-13.68,123382.74,,
2015,Nov-Dec,-1.94,-5.4,20.99,-13.68,120991.93,,
2016,Jan-Feb,-3.11,-8.4,17.23,-13.68,117227.79,,
2016,Mar-Apr,2.8,-5.75,20.51,-13.68,120512.4,,
2016,May-Jun,2.91,-6.48,24.02,-13.68,124016.77,,
2016,Jul-Aug,8.31,-0.87,34.32,-13.68,134317.58,,
2016,Sep-Oct,0.87,-3.25,35.48,-13.68,135479.53,,
2016,Nov-Dec,2.85,-3.23,39.34,-13.68,139335.92,,
2017,Jan-Feb,7.21,-1.31,49.39,-13.68,149387.49,,
2017,Mar-Apr,3.81,-2.03,55.07,-13.68,155073.18,,
2017,May-Jun,-0.18,-4.75,54.79,-13.68,154791.64,,
2017,Jul-Aug,8.22,-2.16,67.51,-13.68,167510.29,,
2017,Sep-Oct,6.96,-2.07,79.17,-13.68,179169.5,,
2017,Nov-Dec,1.56,-3.44,81.96,-13.68,181961.76,,
2018,Jan-Feb,5.29,-10.38,91.58,-13.68,191583.84,,
2018,Mar-Apr,-2.37,-9.72,87.04,-13.68,187039.84,,
2018,May-Jun,6.13,-5.14,98.5,-13.68,198497.67,,
2018,Jul-Aug,8.79,-4.73,115.95,-13.68,215951.85,,
2018,Sep-Oct,-7.99,-11.84,98.7,-13.68,198697.29,,
2018,Nov-Dec,-11.61,-18.99,75.64,-18.99,175636.14,,
2019,Jan-Feb,14.19,-5.05,100.56,-18.99,200563.91,,
2019,Mar-Apr,10.3,-2.81,121.23,-18.99,221231.42,,
2019,May-Jun,-0.64,-10.44,119.83,-18.99,219826.39,,
2019,Jul-Aug,1.86,-8.47,123.92,-18.99,223924.21,,
2019,Sep-Oct,6.48,-4.26,138.43,-18.99,238431.7,,
2019,Nov-Dec,9.52,-2.6,161.14,-18.99,261142.19,,
2020,Jan-Feb,-5.39,-14.68,147.06,-18.99,247056.61,,
2020,Mar-Apr,-2.25,-24.95,141.5,-24.95,241499.27,,
2020,May-Jun,17.48,-5.74,183.72,-24.95,283722.48,,
2020,Jul-Aug,18.01,-3.99,234.82,-24.95,334818.78,,
2014,,,,,,,13.68,-8.35
2015,,,,,,,-0.72,-13.68
2016,,,,,,,18.86,-8.4
2017,,,,,,,21.81,-4.75
2018,,,,,,,-8.32,-18.99
2019,,,,,,,30.2,-10.44
2020,,,,,,,35.52,-24.95
Final Portfolio Value,"$334,818.78",,,,,,,
Cumulative Max Drawdown,-24.95%,,,,,,,
