Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2014,Jan-Feb,2.69,-5.2,2.69,-5.2,102686.87,,
2014,Mar-Apr,0.26,-4.35,2.96,-5.2,102958.85,,
2014,May-Jun,5.09,-1.12,8.2,-5.2,108201.59,,
2014,Jul-Aug,5.03,-3.47,13.65,-5.2,113646.94,,
2014,Sep-Oct,0.62,-8.35,14.35,-8.35,114352.12,,
2014,Nov-Dec,1.99,-6.26,16.63,-8.35,116625.53,,
2015,Jan-Feb,4.39,-3.77,21.74,-8.35,121744.22,,
2015,Mar-Apr,-1.18,-4.24,20.3,-8.35,120303.29,,
2015,May-Jun,-2.8,-5.55,16.94,-8.35,116940.19,,
2015,Jul-Aug,-3.48,-13.67,12.87,-13.67,112866.13,,
2015,Sep-Oct,8.49,-5.66,22.45,-13.67,122448.64,,
2015,Nov-Dec,-1.92,-5.4,20.09,-13.67,120093.85,,
2016,Jan-Feb,-3.13,-8.4,16.34,-13.67,116339.08,,
2016,Mar-Apr,-0.2,-5.78,16.11,-13.67,116111.52,,
2016,May-Jun,2.18,-6.48,18.64,-13.67,118638.19,,
2016,Jul-Aug,8.05,-0.87,28.18,-13.67,128183.26,,
2016,Sep-Oct,0.85,-3.25,29.27,-13.67,129273.05,,
2016,Nov-Dec,2.82,-3.22,32.92,-13.67,132920.58,,
2017,Jan-Feb,7.28,-1.31,42.6,-13.67,142598.56,,
2017,Mar-Apr,3.86,-2.0,48.1,-13.67,148099.06,,
2017,May-Jun,0.61,-4.74,49.0,-13.67,148995.81,,
2017,Jul-Aug,8.22,-2.16,61.24,-13.67,161238.28,,
2017,Sep-Oct,6.96,-2.08,72.46,-13.67,172461.0,,
2017,Nov-Dec,1.57,-3.43,75.16,-13.67,175164.13,,
2018,Jan-Feb,5.27,-10.38,84.4,-13.67,184399.79,,
2018,Mar-Apr,-4.0,-9.74,77.01,-13.67,177014.69,,
2018,May-Jun,6.12,-5.14,87.84,-13.67,187840.6,,
2018,Jul-Aug,7.83,-4.73,102.54,-13.67,202539.33,,
2018,Sep-Oct,-7.99,-11.84,86.36,-13.67,186356.62,,
2018,Nov-Dec,-11.61,-19.0,64.73,-19.0,164729.32,,
2019,Jan-Feb,14.25,-5.05,88.21,-19.0,188208.96,,
2019,Mar-Apr,11.05,-2.81,109.0,-19.0,208999.88,,
2019,May-Jun,-0.65,-10.42,107.65,-19.0,207651.21,,
2019,Jul-Aug,1.88,-8.47,111.55,-19.0,211553.62,,
2019,Sep-Oct,6.48,-4.27,125.26,-19.0,225259.57,,
2019,Nov-Dec,9.55,-2.59,146.76,-19.0,246762.54,,
2020,Jan-Feb,-5.39,-14.68,133.45,-19.0,233452.37,,
2020,Mar-Apr,3.4,-24.94,141.38,-24.94,241379.08,,
2020,May-Jun,17.49,-5.74,183.6,-24.94,283603.03,,
2020,Jul-Aug,18.18,-3.98,235.16,-24.94,335156.19,,
2020,Sep-Oct,-10.29,-12.9,200.67,-24.94,300667.84,,
2020,Nov-Dec,16.97,-2.59,251.68,-24.94,351680.21,,
2021,Jan-Feb,2.15,-6.2,259.23,-24.94,359228.41,,
2021,Mar-Apr,3.55,-6.72,271.99,-24.94,371991.94,,
2021,May-Jun,5.96,-5.74,294.15,-24.94,394152.04,,
2021,Jul-Aug,7.53,-3.17,323.84,-24.94,423842.58,,
2021,Sep-Oct,1.66,-7.12,330.88,-24.94,430876.86,,
2021,Nov-Dec,7.59,-5.33,363.57,-24.94,463571.67,,
2022,Jan-Feb,-11.42,-15.34,310.65,-24.94,410646.54,,
2022,Mar-Apr,-6.35,-14.49,284.56,-24.94,384562.23,,
2022,May-Jun,-11.49,-17.07,240.37,-24.94,340374.7,,
2022,Jul-Aug,6.13,-10.77,261.23,-24.94,361234.31,,
2022,Sep-Oct,-5.48,-16.39,241.44,-24.94,341443.52,,
2022,Nov-Dec,-1.92,-10.85,234.89,-24.94,334894.86,,
2023,Jan-Feb,10.74,-5.56,270.85,-24.94,370854.15,,
2023,Mar-Apr,10.41,-4.69,309.46,-24.94,409455.63,,
2023,May-Jun,15.14,-4.13,371.43,-24.94,471433.2,,
2023,Jul-Aug,1.0,-8.65,376.12,-24.94,476124.46,,
2023,Sep-Oct,-6.66,-9.43,344.43,-24.94,444428.11,,
2023,Nov-Dec,17.36,-1.51,421.58,-24.94,521575.04,,
2024,Jan-Feb,10.4,-4.15,475.82,-24.94,575815.61,,
2024,Mar-Apr,-5.19,-8.77,445.93,-24.94,545933.26,,
2024,May-Jun,15.26,-3.88,529.27,-24.94,629268.26,,
2024,Jul-Aug,-2.62,-16.98,512.79,-24.94,612788.25,,
2024,Sep-Oct,5.72,-4.95,547.86,-24.94,647857.19,,
2014,,,,,,,13.57,-8.35
2015,,,,,,,-1.36,-13.67
2016,,,,,,,14.25,-8.4
2017,,,,,,,22.84,-4.74
2018,,,,,,,-10.67,-19.0
2019,,,,,,,31.11,-10.42
2020,,,,,,,50.64,-24.94
2021,,,,,,,29.05,-7.12
2022,,,,,,,-18.45,-17.07
2023,,,,,,,40.64,-9.43
2024,,,,,,,12.51,-16.98
Final Portfolio Value,"$647,857.19",,,,,,,
Cumulative Max Drawdown,-24.94%,,,,,,,
